id,time,end,type,sc_id,source,orbit,description,discussion,tag
150745,"2019-11-06 09:40:43 UTC","2019-11-06 09:42:03 UTC",burst_segment,mms,Burst,1055,"SLAMS with foreshock populations",undefined,null
150747,"2019-11-06 11:19:03 UTC","2019-11-06 11:21:23 UTC",burst_segment,mms,Burst,1055,"SLAMS (or partial, brief skimming of bow shock) with foreshock populations",undefined,null
150748,"2019-11-06 11:21:23 UTC","2019-11-06 11:23:33 UTC",burst_segment,mms,Burst,1055,"SLAMS (or partial, brief skimming of bow shock) with foreshock populations",undefined,null
150749,"2019-11-06 11:23:33 UTC","2019-11-06 11:25:53 UTC",burst_segment,mms,Burst,1055,"SLAMS (or partial, brief skimming of bow shock) with foreshock populations",undefined,null
150919,"2019-11-11 08:54:43 UTC","2019-11-11 08:57:43 UTC",burst_segment,mms,Burst,1056,"SLAMS/turbulent foreshock fluctuations and higher energy ions",undefined,null
165298,"2020-02-14 17:41:43 UTC","2020-02-14 17:46:13 UTC",burst_segment,mms,Burst,1083,"Foreshock waves, monochromatic with period 60 s + possible SLAMS",undefined,null
155757,"2020-02-14 19:51:03 UTC","2020-02-14 19:53:13 UTC",burst_segment,mms,Burst,1083,"SLAMS? + high-energy ions",undefined,null
155758,"2020-02-14 19:54:13 UTC","2020-02-14 19:56:33 UTC",burst_segment,mms,Burst,1083,"Weak SLAMS? + E-field 1-5 kHz waves",undefined,null
155759,"2020-02-14 19:58:43 UTC","2020-02-14 20:01:23 UTC",burst_segment,mms,Burst,1083,"SLAMS?+ E-field 1-10 kHz waves + B-field whistlers",undefined,null
155714,"2020-02-15 10:39:13 UTC","2020-02-15 10:40:33 UTC",burst_segment,mms,Burst,1084,"Possible SLAMS + ULF waves + E-field kHz waves",undefined,null
155719,"2020-02-15 12:07:23 UTC","2020-02-15 12:08:23 UTC",burst_segment,mms,Burst,1084,"Short 1-Hz, 10 nT foreshock magnetic field wave train, SLAMS?",undefined,null
170627,"2020-03-11 03:20:13 UTC","2020-03-11 03:22:23 UTC",burst_segment,mms,Burst,1091,"Partial bow shock or SLAMS with interesting foreshock ions",undefined,null
170628,"2020-03-11 03:22:23 UTC","2020-03-11 03:24:33 UTC",burst_segment,mms,Burst,1091,"Partial bow shock or SLAMS with interesting foreshock ions",undefined,null
170629,"2020-03-11 03:24:33 UTC","2020-03-11 03:26:43 UTC",burst_segment,mms,Burst,1091,"Partial bow shock or SLAMS with interesting foreshock ions",undefined,null
170630,"2020-03-11 03:26:43 UTC","2020-03-11 03:28:53 UTC",burst_segment,mms,Burst,1091,"Partial bow shock or SLAMS with interesting foreshock ions",undefined,null
170631,"2020-03-11 03:28:53 UTC","2020-03-11 03:31:03 UTC",burst_segment,mms,Burst,1091,"Partial bow shock or SLAMS with interesting foreshock ions",undefined,null
171145,"2020-03-14 18:13:23 UTC","2020-03-14 18:16:03 UTC",burst_segment,mms,Burst,1092,"SLAMS/ion foreshock",undefined,null
170851,"2020-03-14 18:26:23 UTC","2020-03-14 18:28:33 UTC",burst_segment,mms,Burst,1092,"SLAMS/ion foreshock B-field fluctuations",undefined,null
171146,"2020-03-14 18:28:33 UTC","2020-03-14 18:30:43 UTC",burst_segment,mms,Burst,1092,"SLAMS/ion foreshock B-field fluctuations",undefined,null
170852,"2020-03-14 18:37:03 UTC","2020-03-14 18:38:33 UTC",burst_segment,mms,Burst,1092,"SLAMS/ion foreshock B-field fluctuations",undefined,null
171189,"2020-03-18 03:27:43 UTC","2020-03-18 03:29:33 UTC",burst_segment,mms,Burst,1093,"SLAMS/ion foreshock structure",undefined,null
171190,"2020-03-18 03:29:33 UTC","2020-03-18 03:31:23 UTC",burst_segment,mms,Burst,1093,"SLAMS/ion foreshock structure",undefined,null
171191,"2020-03-18 03:31:23 UTC","2020-03-18 03:33:13 UTC",burst_segment,mms,Burst,1093,"SLAMS/ion foreshock structure",undefined,null
171192,"2020-03-18 03:42:03 UTC","2020-03-18 03:43:43 UTC",burst_segment,mms,Burst,1093,"SLAMS/ion foreshock structures",undefined,null
171193,"2020-03-18 03:43:43 UTC","2020-03-18 03:45:33 UTC",burst_segment,mms,Burst,1093,"SLAMS/ion foreshock structures",undefined,null
171196,"2020-03-18 03:51:33 UTC","2020-03-18 03:52:53 UTC",burst_segment,mms,Burst,1093,"SLAMS/ion foreshock waves and structures",undefined,null
171338,"2020-03-20 20:11:13 UTC","2020-03-20 20:12:43 UTC",burst_segment,mms,Burst,1093,"SLAMS/ion foreshock waves",undefined,null
171339,"2020-03-20 20:12:43 UTC","2020-03-20 20:14:13 UTC",burst_segment,mms,Burst,1093,"SLAMS/ion foreshock waves",undefined,null
171458,"2020-03-21 15:38:03 UTC","2020-03-21 15:39:23 UTC",burst_segment,mms,Burst,1094,"SLAMS/Foreshock waves and structures",undefined,null
171459,"2020-03-21 15:39:23 UTC","2020-03-21 15:40:43 UTC",burst_segment,mms,Burst,1094,"SLAMS/Foreshock waves and structures",undefined,null
171460,"2020-03-21 15:42:43 UTC","2020-03-21 15:44:03 UTC",burst_segment,mms,Burst,1094,"SLAMS/foreshock structures",undefined,null
171480,"2020-03-21 17:37:13 UTC","2020-03-21 17:39:33 UTC",burst_segment,mms,Burst,1094,SLAMS,undefined,null
171481,"2020-03-21 17:39:33 UTC","2020-03-21 17:42:03 UTC",burst_segment,mms,Burst,1094,SLAMS,undefined,null
171832,"2020-03-25 04:13:53 UTC","2020-03-25 04:16:13 UTC",burst_segment,mms,Burst,1095,"Qpar BS and Foreshock transients (possible SLAMSs)",undefined,null
171787,"2020-03-25 04:14:33 UTC","2020-03-25 04:16:13 UTC",burst_segment,mms,Burst,1095,"Qpar BS and Foreshock transients (possible SLAMSs)",undefined,null
171788,"2020-03-25 04:16:13 UTC","2020-03-25 04:17:33 UTC",burst_segment,mms,Burst,1095,"Qpar BS and Foreshock transients (possible SLAMSs)",undefined,null
171833,"2020-03-25 04:17:33 UTC","2020-03-25 04:19:03 UTC",burst_segment,mms,Burst,1095,"Qpar BS and Foreshock transients (possible SLAMSs)",undefined,null
172019,"2020-03-28 17:28:13 UTC","2020-03-28 17:30:33 UTC",burst_segment,mms,Burst,1096,"Foreshock tramnsients SLAMS/HFAs",undefined,null
172020,"2020-03-28 17:30:33 UTC","2020-03-28 17:32:53 UTC",burst_segment,mms,Burst,1096,"Foreshock tramnsients SLAMS/HFAs",undefined,null
172021,"2020-03-28 17:32:53 UTC","2020-03-28 17:35:13 UTC",burst_segment,mms,Burst,1096,"Foreshock tramnsients SLAMS/HFAs",undefined,null
172022,"2020-03-28 17:35:13 UTC","2020-03-28 17:37:33 UTC",burst_segment,mms,Burst,1096,"Foreshock tramnsients SLAMS/HFAs",undefined,null
172023,"2020-03-28 17:37:33 UTC","2020-03-28 17:39:53 UTC",burst_segment,mms,Burst,1096,"Foreshock tramnsients SLAMS/HFAs",undefined,null
172887,"2020-04-11 21:14:43 UTC","2020-04-11 21:17:33 UTC",burst_segment,mms,Burst,1100,SLAMS?,undefined,null
